country,carrier,year,min,max,unit,Source,component
LT,offwind,2045,54.22450013090609,1349.0585450003978,MW,Interpolation between 2030 and 2050,generator
LU,offwind,2045,0.0,0.0,MW,Interpolation between 2030 and 2050,generator
LV,offwind,2045,119.00770551352763,8184.373759472162,MW,Interpolation between 2030 and 2050,generator
ME,offwind,2045,3.3698046258447687,443.9718663570415,MW,Interpolation between 2030 and 2050,generator
MK,offwind,2045,0.0,0.0,MW,Interpolation between 2030 and 2050,generator
NL,offwind,2045,9935.693133585346,44942.46647718428,MW,Interpolation between 2030 and 2050,generator
NO,offwind,2045,271.5944207087542,28615.200606790382,MW,Interpolation between 2030 and 2050,generator
PL,offwind,2045,4800.000000000001,31500.000000000004,MW,Interpolation between 2030 and 2050,generator
PT,offwind,2045,198.40518046879967,3445.422431365781,MW,Interpolation between 2030 and 2050,generator
RO,offwind,2045,36.235113815473056,13519.484919693225,MW,Interpolation between 2030 and 2050,generator
SE,offwind,2045,1287.49015026025,53334.82571583116,MW,Interpolation between 2030 and 2050,generator
SI,offwind,2045,0.8163284657200057,110.82203673505792,MW,Interpolation between 2030 and 2050,generator
SK,offwind,2045,0.0,0.0,MW,Interpolation between 2030 and 2050,generator
AL,onwind,2045,384.55081538065724,50763.10272961414,MW,Interpolation between 2030 and 2050,generator
AT,onwind,2045,6320.0,107427.03249648442,MW,Interpolation between 2030 and 2050,generator
BA,onwind,2045,80.00000000000001,105650.03581345416,MW,Interpolation between 2030 and 2050,generator
BE,onwind,2045,7085.534456721726,13563.944180768949,MW,Interpolation between 2030 and 2050,generator
BG,onwind,2045,712.9569557057657,109986.72820039748,MW,Interpolation between 2030 and 2050,generator
CH,onwind,2045,240.0,57628.75339762882,MW,Interpolation between 2030 and 2050,generator
CZ,onwind,2045,640.0000000000001,78660.2548934607,MW,Interpolation between 2030 and 2050,generator
DE,onwind,2045,92000.0,192000.0,MW,Interpolation between 2030 and 2050,generator
DK,onwind,2045,4033.7094364166505,58257.59474395045,MW,Interpolation between 2030 and 2050,generator
EE,onwind,2045,1556.0832091883192,70815.48156877738,MW,Interpolation between 2030 and 2050,generator
ES,onwind,2045,47736.37866449442,717443.6697581528,MW,Interpolation between 2030 and 2050,generator
FI,onwind,2045,5293.669430922645,545050.4464406942,MW,Interpolation between 2030 and 2050,generator
FR,onwind,2045,28420.490681828876,726703.3723150948,MW,Interpolation between 2030 and 2050,generator
GB,onwind,2045,20533.333333333332,45400.0,MW,Interpolation between 2030 and 2050,generator
GR,onwind,2045,5102.928874491842,158865.13464225602,MW,Interpolation between 2030 and 2050,generator
HR,onwind,2045,1589.3559468204642,56341.53499410714,MW,Interpolation between 2030 and 2050,generator
HU,onwind,2045,240.0,103194.18878682645,MW,Interpolation between 2030 and 2050,generator
IE,onwind,2045,9703.10877447399,110027.3596224534,MW,Interpolation between 2030 and 2050,generator
IT,onwind,2045,19770.31614909637,399583.51164111926,MW,Interpolation between 2030 and 2050,generator
LT,onwind,2045,3945.775499869094,98167.4730408007,MW,Interpolation between 2030 and 2050,generator
LU,onwind,2045,240.0,2334.451208679936,MW,Interpolation between 2030 and 2050,generator
LV,onwind,2045,1640.9922944864725,112853.98887859796,MW,Interpolation between 2030 and 2050,generator
ME,onwind,2045,215.35019537415522,28372.39507220663,MW,Interpolation between 2030 and 2050,generator
MK,onwind,2045,320.00000000000006,50127.56538665214,MW,Interpolation between 2030 and 2050,generator
NL,onwind,2045,8624.306866414652,39010.62734341153,MW,Interpolation between 2030 and 2050,generator
NO,onwind,2045,5226.6873664912455,550684.0203522014,MW,Interpolation between 2030 and 2050,generator
PL,onwind,2045,9600.000000000002,43199.99999999999,MW,Interpolation between 2030 and 2050,generator
PT,onwind,2045,7161.5948195312,124365.29821077938,MW,Interpolation between 2030 and 2050,generator
RO,onwind,2045,5840.0,17190.0,MW,Interpolation between 2030 and 2050,generator
SE,onwind,2045,17112.509849739752,708892.9808215032,MW,Interpolation between 2030 and 2050,generator
SI,onwind,2045,159.18367153428002,21610.245673393096,MW,Interpolation between 2030 and 2050,generator
SK,onwind,2045,640.0000000000001,39404.628005904015,MW,Interpolation between 2030 and 2050,generator
AL,solar,2045,654.37106,40575.08332440578,MW,Interpolation between 2030 and 2050,generator
AT,solar,2045,9600.000000000002,135317.9562033473,MW,Interpolation between 2030 and 2050,generator
BA,solar,2045,0.0,66869.0319610234,MW,Interpolation between 2030 and 2050,generator
BE,solar,2045,9200.000000000002,79767.84902339004,MW,Interpolation between 2030 and 2050,generator
BG,solar,2045,2560.0000000000005,178052.79934374636,MW,Interpolation between 2030 and 2050,generator
CH,solar,2045,7816.0,96038.92733912499,MW,Interpolation between 2030 and 2050,generator
CZ,solar,2045,6400.0,159909.53616728948,MW,Interpolation between 2030 and 2050,generator
DE,solar,2045,172000.0,439500.0,MW,Interpolation between 2030 and 2050,generator
DK,solar,2045,9360.0,118756.36479869536,MW,Interpolation between 2030 and 2050,generator
EE,solar,2045,960.0,46871.69276723657,MW,Interpolation between 2030 and 2050,generator
ES,solar,2045,61120.00000000001,240029.99999999997,MW,Interpolation between 2030 and 2050,generator
FI,solar,2045,1866.666666666667,78006.0362735788,MW,Interpolation between 2030 and 2050,generator
FR,solar,2045,43200.0,249299.99999999997,MW,Interpolation between 2030 and 2050,generator
GB,solar,2045,32800.00000000001,643878.1494591419,MW,Interpolation between 2030 and 2050,generator
GR,solar,2045,6160.0,156490.88613997021,MW,Interpolation between 2030 and 2050,generator
HR,solar,2045,666.6666666666667,61565.92881486145,MW,Interpolation between 2030 and 2050,generator
HU,solar,2045,8000.0,228550.16884683026,MW,Interpolation between 2030 and 2050,generator
IE,solar,2045,1692.0000000000002,167527.549668882,MW,Interpolation between 2030 and 2050,generator
IT,solar,2045,60320.00000000001,248970.00000000003,MW,Interpolation between 2030 and 2050,generator
LT,solar,2045,1600.0,134009.39350200607,MW,Interpolation between 2030 and 2050,generator
LU,solar,2045,787.2,5796.0521761914215,MW,Interpolation between 2030 and 2050,generator
LV,solar,2045,400.0,90266.61087686288,MW,Interpolation between 2030 and 2050,generator
ME,solar,2045,519.2,11216.013039657226,MW,Interpolation between 2030 and 2050,generator
MK,solar,2045,460.8,38128.67155281648,MW,Interpolation between 2030 and 2050,generator
NL,solar,2045,20640.0,121646.53243825944,MW,Interpolation between 2030 and 2050,generator
NO,solar,2045,3470.7903784000005,226884.46128651893,MW,Interpolation between 2030 and 2050,generator
PL,solar,2045,22400.000000000004,88590.0,MW,Interpolation between 2030 and 2050,generator
PT,solar,2045,7120.000000000001,108575.41715084431,MW,Interpolation between 2030 and 2050,generator
RO,solar,2045,21000.0,32459.999999999993,MW,Interpolation between 2030 and 2050,generator
SE,solar,2045,6144.0,148442.22822882977,MW,Interpolation between 2030 and 2050,generator
SI,solar,2045,2800.0000000000005,19257.467618233124,MW,Interpolation between 2030 and 2050,generator
SK,solar,2045,1119.9999999999998,75617.70536706937,MW,Interpolation between 2030 and 2050,generator
RS,offwind,2030,0.0,0.0,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,onwind,2030,1111.6339047019974,1667.4508570529956,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,solar,2030,1600.752822770876,2401.1292341563135,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,solar,2050,1600.752822770876,175804.3070859368,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,onwind,2050,1111.6339047019974,231625.43823085233,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,offwind,2050,0.0,0.0,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,offwind,2020,,0.0,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,onwind,2020,,128.5326702311684,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,solar,2020,,327.7930476490014,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,offwind,2025,,0.0,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,onwind,2025,,897.9917636420821,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,solar,2025,,1364.4611409026575,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,offwind,2035,0.0,0.0,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,onwind,2035,1111.6339047019974,59156.94770050283,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,solar,2035,1600.752822770876,45751.92369710143,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,offwind,2040,0.0,0.0,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,onwind,2040,1111.6339047019974,116646.44454395265,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,solar,2040,1600.752822770876,89102.71816004656,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,offwind,2045,0.0,0.0,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,onwind,2045,1111.6339047019974,174135.94138740248,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
RS,solar,2045,1600.752822770876,132453.5126229917,MW,Data of MK scaled according to area (Factor ca. 3.5),generator
